Id,Name,Rating,Discount(%),CashBack,Cost_for_Two(₹),City,Locality,Home_Delivery,Manu_Count
5679,Tirupati Balaji,2,10,100,500,Mumbai,Palladium Mall,FALSE,0
5680,Hotel Udipi,2,10,100,500,Mumbai,Mazgaon,FALSE,0
5681,Jambulwadi Bhelpuri House,2,10,50,100,Mumbai,Dhobi Talao,FALSE,1
5682,Food Lover's,3,5,30,250,Mumbai,Lower Parel,FALSE,0
5683,Steam Grill & Wok,3.9,3,25,500,Mumbai,Palladium Mall,FALSE,3
5684,BOOM Sandwich - Explosion Of Flavours,4.6,5,30,400,Mumbai,Lower Parel West,FALSE,2
5685,"Eatclub , Order Food Online",2,10,50,500,Mumbai,Lower Parel West,FALSE,0
5686,"Bhatti Chicken - Grilled, NOT Fried!",3,5,30,500,Mumbai,Lower Parel West,FALSE,1
5687,Usmania Restaurant,4.4,10,50,50,Mumbai,Crawford Market,FALSE,5
5688,Bambaiya Biryani,2,10,50,400,Mumbai,Crawford Market,FALSE,0
5689,Fine Kitchen,4.9,10,100,600,Mumbai,Worli,FALSE,14
5690,Greenz,2,10,100,500,Mumbai,Palladium Mall,FALSE,0
5691,Eat Smarter,3,5,30,500,Mumbai,Lower Parel East,FALSE,0
5692,Zaiqa Shawarma,3,5,30,300,Mumbai,Worli,FALSE,0
5693,Hotel Laxmi,2,10,100,400,Mumbai,Lower Parel West,FALSE,0
5694,Jawahar Tea & Bhojnalay,2,10,50,500,Mumbai,Parel,FALSE,0
5695,Foodzie Arabic & Chinese Restaurant,2,10,50,500,Mumbai,Worli Hill,FALSE,0
5696,Usmaniya Hotel,3.5,10,100,600,Mumbai,Mumbai CST Area,FALSE,2
5697,O'Crumbs,2,10,50,500,Mumbai,Worli,FALSE,4
5698,Secret Katta,3,5,30,300,Mumbai,Parel,FALSE,0
5699,GR Food,2,10,50,250,Mumbai,Parel,FALSE,0
5700,Marathi Tarka,3,5,30,950,Mumbai,Crawford Market,FALSE,0
5701,Grandmama's Cafe,3.8,5,30,800,Mumbai,Lower Parel West,FALSE,19
5702,Misu's Pizza,2,10,50,500,Mumbai,Worli,FALSE,1
5703,Champion Bakery,2,10,50,200,Mumbai,Parel,FALSE,0
5704,JC Treats,2,10,50,350,Mumbai,Malabar Hill,FALSE,0
5705,India Blu,3,5,30,800,Mumbai,Lower Parel West,FALSE,0
5706,Raviraj Bar And Restaurant,3.4,10,50,500,Mumbai,Lower Parel West,FALSE,0
5707,Cafe India,2,10,50,200,Mumbai,Worli,FALSE,3
5708,Chaos Control Cafe,3.6,10,100,500,Mumbai,Lower Parel West,FALSE,16
5709,Gurukrupa Family Restaurant,4.6,10,50,100,Mumbai,Upper Worli,FALSE,3
5710,Gughan,3.7,10,100,850,Mumbai,Marine Lines,FALSE,3
5711,Bharat Boarding Fish Land,2,10,50,500,Mumbai,Worli Hill,FALSE,0
5712,Goodly's Kitchen,2,10,50,250,Mumbai,Byculla,FALSE,5
5713,Hotel Raviraj,4.6,10,100,500,Mumbai,Lower Parel West,FALSE,0
5714,Crystal Restaurant,5,10,100,500,Mumbai,Palladium Mall,FALSE,0
5715,It's Yummy,2,10,50,300,Mumbai,Lower Parel West,FALSE,6
5716,Vaibhav Restaurant and Bar,2,10,50,500,Mumbai,Cotton Green,FALSE,0
5717,Kiki's Pizza,3,5,30,800,Mumbai,Lower Parel West,FALSE,0
5718,Hao Shiwu,2,10,50,800,Mumbai,Worli,FALSE,6
5719,Veg In Town,2,10,50,600,Mumbai,Worli,FALSE,5
5720,Kiki's,3,5,30,500,Mumbai,Lower Parel West,FALSE,0
5721,Sat Health And Wellness,3,5,30,500,Mumbai,Crawford Market,FALSE,0
5722,Jogeshwari Misal,4.3,5,30,100,Mumbai,Palladium Mall,FALSE,1
5723,Minus30 - Gelato,2,10,50,500,Mumbai,Lower Parel West,FALSE,0
5724,Momo Company,2,10,50,250,Mumbai,Wadala,FALSE,1
5725,Veg Sutra,3,10,75,500,Mumbai,Lower Parel West,FALSE,0
5726,Khalsa Dhaba,3.9,10,75,300,New Delhi,Malka Gunj,FALSE,7
5727,Arthav Food Point,3.4,10,50,200,New Delhi,Kamla Nagar,FALSE,0
5728,NTW,2,10,50,200,New Delhi,Karol Bagh,FALSE,1
5729,Ariba Kathi Roll,3,5,30,300,New Delhi,West Nizamuddin,FALSE,0
5730,Chinese Flame,3,5,30,300,New Delhi,Kamla Nagar,FALSE,0
5731,Nandkishor Icecream,3,5,30,500,New Delhi,Nizamuddin,FALSE,0
5732,Baba The Family Kitchen,3,5,30,100,New Delhi,Kamla Nagar,FALSE,1
5733,King Of Crisp,3,5,30,300,New Delhi,West Nizamuddin,FALSE,0
5734,Armaan Hotel,2,10,50,500,New Delhi,Lodhi Road,FALSE,0
5735,Delhi Masala,2,10,50,250,New Delhi,Gulabi Bagh,FALSE,0
5736,Armaan's Restaurant,4,10,75,400,New Delhi,Lodhi Road,FALSE,5
5737,Exotic Cakes & Desserts,2,10,50,500,New Delhi,Civil Lines,FALSE,0
5738,Sargam Veg Dhaba,3.9,10,50,200,New Delhi,Kamla Nagar,FALSE,9
5739,Shaikh Sahab Nizamuddin,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5740,Mughlai Biryani House,2,10,50,500,New Delhi,Karol Bagh,FALSE,1
5741,Titu Restaurant,2,10,50,500,New Delhi,Lodhi Road,FALSE,0
5742,Fabcafe By Fabindia,3.8,10,50,550,New Delhi,Nizamuddin,FALSE,3
5743,Atharv Food's Point,2,10,50,200,New Delhi,Civil Lines,FALSE,0
5744,Arora Restuarant,3,5,30,200,New Delhi,Kamla Nagar,FALSE,0
5745,Daawat-E-Nizaam,3,10,75,600,New Delhi,Nizamuddin,FALSE,0
5746,Aslam Kabab & Biryani Corner,3,5,30,300,New Delhi,Nizamuddin,FALSE,0
5747,Maurya's Cutlets,2,10,50,500,New Delhi,East Patel Nagar,FALSE,0
5748,New Bartan Shop,3,5,30,500,New Delhi,Malka Gunj,FALSE,0
5749,Raj Street Food Villa,2,10,50,400,New Delhi,East Patel Nagar,FALSE,2
5750,Desert Island South Indian Restaurant,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5751,Baba The Family Restaurant,3,5,30,100,New Delhi,Kamla Nagar,FALSE,0
5752,Chakho,3.9,5,30,300,New Delhi,South Patel Nagar,FALSE,1
5753,Siddique Chai Point,3,5,30,500,New Delhi,Than Singh Nagar,FALSE,0
5754,Farzichef,3,5,30,500,New Delhi,Malka Gunj,FALSE,0
5755,Armaan's Family Restaurant,2,10,50,500,New Delhi,Lodhi Road,FALSE,0
5756,The Night Walker,2,10,50,150,New Delhi,Kamla Nagar,FALSE,0
5757,Pastry Shop,3.4,20,200,900,New Delhi,Gokalpuri,FALSE,0
5758,Amritsari Dhaba,4.2,10,100,500,New Delhi,Malka Gunj,FALSE,0
5759,Chick Fish Point,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5760,Delhi Chicken Darbar,3,10,125,600,New Delhi,West Patel Nagar,FALSE,0
5761,Chick Fish Point,4.8,10,75,350,New Delhi,Nizamuddin,FALSE,1
5762,Abid Nahari Wale,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5763,Janta Soda Shop,3,5,30,500,New Delhi,Nizamuddin,FALSE,0
5764,Muradabadi Shahi Biryani Nizamuddin,2,10,50,300,New Delhi,West Nizamuddin,FALSE,1
5765,Toki Yo,3.9,5,30,900,New Delhi,West Patel Nagar,FALSE,2
5766,Muradabadi Shahi Biryani Nizamuddin Nizamuddin,2,10,50,250,New Delhi,Nizamuddin,FALSE,0
5767,Mohd Ali Hotel,2,10,50,150,New Delhi,Nizamuddin,FALSE,0
5768,Yaseen Kabab Corner,2,10,50,500,New Delhi,Nizamuddin,FALSE,0
5769,Shaikh Sahab,2,10,50,200,New Delhi,Nizamuddin,FALSE,1
5770,Zaika Muradabadi & Hyderabadi Chicken Biryani,2,10,50,350,New Delhi,Nizamuddin,FALSE,1
5771,Shah-E-Noor Hotel,2,10,50,200,New Delhi,Nizamuddin,FALSE,0
5772,Shahi Cook,2,10,50,300,New Delhi,Nizamuddin,FALSE,0
5773,Mikku Nahari,2,10,50,400,New Delhi,Nizamuddin,FALSE,1
5774,Saad Biryani Point,3,5,30,400,New Delhi,Nizamuddin,FALSE,1
5775,Ilahi Restaurant,2,10,50,200,New Delhi,Nizamuddin,FALSE,0
5776,Lazeez,2,10,50,250,New Delhi,Nizamuddin,FALSE,1
5777,Tahir Kabab Corner,2,10,50,300,New Delhi,Nizamuddin,FALSE,2
5778,Arshad Ali Shahi Biryani,2,10,50,500,New Delhi,West Nizamuddin,FALSE,1
5779,Shoaib Muradabadi Chicken Biryani Corner,2,10,50,400,New Delhi,Nizamuddin,FALSE,0
5780,Tummyy Tull,4,10,50,300,New Delhi,Patel Nagar,FALSE,12
5781,Stay Healthy,3,10,75,500,New Delhi,East Patel Nagar,FALSE,0
5782,Kitchen Oasis,3,5,30,400,New Delhi,Kamla Nagar,FALSE,0
5783,Muradabadi Mashoor Biryani,2,10,50,250,New Delhi,Nizamuddin,FALSE,0
5784,Kaka's Chicken,3.9,10,50,500,New Delhi,South Patel Nagar,FALSE,1
5785,Style Me Sweet By Radhika,3,10,75,300,New Delhi,South Patel Nagar,FALSE,1
5786,Over The Rainbows,2,10,50,300,New Delhi,East Patel Nagar,FALSE,1
5787,Moms Kitchen,2,10,50,200,New Delhi,Civil Lines,FALSE,0
5788,Al Lazeez Restaurant,2,10,100,500,New Delhi,West Nizamuddin,FALSE,0
5789,Kelsey Pakwan,2,10,50,500,New Delhi,Gulabi Bagh,FALSE,0
5790,Kundan Restaurant,3.8,10,75,600,New Delhi,Anand Parbat,FALSE,5
5791,Bala Ji Grilled Corner,3,5,30,150,New Delhi,South Patel Nagar,FALSE,0
5792,Egg Yolk,2,10,50,500,New Delhi,Sarai Rohilla,FALSE,2
5793,More Than Just Curry,2,10,50,500,New Delhi,Civil Lines,FALSE,0
5794,Sunny Bakery,2,10,100,500,New Delhi,Sarai Rohilla,FALSE,0
5795,The Chilli Project,4.5,20,100,500,New Delhi,South Patel Nagar,FALSE,8
5796,Neeru Sahni,2,10,50,500,New Delhi,Civil Lines,FALSE,0
5797,S K Bakery,2,10,100,500,New Delhi,Sarai Rohilla,FALSE,0
5798,Sangeetha Shanthi Caterers,2,10,50,500,New Delhi,Jor Bagh,FALSE,1
5799,Punjabi Thali Vaishno Dhaba,2,10,50,200,New Delhi,Kamla Nagar,FALSE,1
5800,Wok Hazrat Nizamuddin,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5801,Cool Point Shahi Tukda,3,5,30,400,New Delhi,Nizamuddin,FALSE,0
5802,Wok,3.9,10,100,400,New Delhi,Nizamuddin,FALSE,3
5803,Bully Cafe,2,10,50,250,New Delhi,Nizamuddin,FALSE,1
5804,Re Nao Kitchen,3.7,5,30,300,New Delhi,Anand Parbat,FALSE,2
5805,Hussaini Hotel,3,10,75,400,New Delhi,Nizamuddin,FALSE,7
5806,Bade Bhai Nihari & More,4.6,10,75,500,New Delhi,Nizamuddin,FALSE,0
5807,Waseem Kabab Corner,3,10,75,550,New Delhi,Nizamuddin,FALSE,8
5808,Hussaini Hotel,4.1,10,75,350,New Delhi,Nizamuddin,FALSE,9
5809,Kukkad Fry,3,10,75,400,New Delhi,Kamla Nagar,FALSE,1
5810,Gmw's Lunch,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5811,Kwality Bakers,2,10,100,500,New Delhi,Malka Gunj,FALSE,0
5812,Shahi Chicken Biryani,2,10,50,200,New Delhi,Kamla Nagar,FALSE,0
5813,Al Sidra Arabian Mandi And Biryani,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
5814,Rose Bird School,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5815,Grandma's Recipes,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5816,Mehboob Restaurant,2,10,50,500,New Delhi,Nizamuddin,FALSE,0
5817,MD. Rihan,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5818,Wonder Combo Meal,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5819,Nandini Rasoi,3,5,30,100,New Delhi,Kamla Nagar,FALSE,1
5820,Shri Jain Kulfi,3,5,30,200,New Delhi,Than Singh Nagar,FALSE,0
5821,The Shahnawaz Resturant,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5822,Javed Ki Famous Nahari,4.2,10,50,400,New Delhi,Zakir Nagar,FALSE,1
5823,Ghalib Kabab Corner,2,10,50,400,New Delhi,Nizamuddin,FALSE,0
5824,Al Rafiq Kabab Corner,3,20,125,300,New Delhi,Nizamuddin,FALSE,1
5825,Mughlai Sheermaal,4.3,10,50,80,New Delhi,Nizamuddin,FALSE,2
5826,Momo Mom By Oriental Mom,3.7,10,50,600,New Delhi,West Patel Nagar,FALSE,1
5827,Prahari Cafeteria - B.S.F,4.4,10,50,100,New Delhi,Pragati Vihar,FALSE,0
5828,Shahji Milk,3,5,30,150,New Delhi,Nizamuddin,FALSE,1
5829,Gopi Dhabha,2,10,50,500,New Delhi,Malcha Marg,FALSE,0
5830,Bamboo Cafe,2,10,100,500,New Delhi,East Patel Nagar,FALSE,0
5831,DC Famous,4.4,10,50,200,New Delhi,East Patel Nagar,FALSE,0
5832,Madhur Rasoi,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5833,1 Up Restaurant,2,10,50,500,New Delhi,Civil Lines,FALSE,0
5834,Hari Sweets & Confectionary,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5835,Kake Di Chaap,2,10,50,500,New Delhi,Geeta Colony,FALSE,0
5836,Authentic Spices Restaurant,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5837,Oriental Mom,4.5,10,75,900,New Delhi,East Patel Nagar,FALSE,5
5838,Yummy,2,10,100,500,New Delhi,Malka Gunj,FALSE,0
5839,A B Manchurian,3,5,30,200,New Delhi,Sarai Rohilla,FALSE,1
5840,Foodies Deepo,2,10,50,500,New Delhi,East Patel Nagar,FALSE,0
5841,Moon Night Food Corner,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5842,Anna Sambhar Dosa,3,5,30,500,New Delhi,Gokalpuri,FALSE,0
5843,Taste Buds kitchen,3,5,30,500,New Delhi,Lodhi Colony,FALSE,0
5844,The Shahnawaz Chicken,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5845,Shake Lover's,2,10,50,350,New Delhi,Kamla Nagar,FALSE,0
5846,Bottle Opener,2,10,50,300,New Delhi,Jor Bagh,FALSE,0
5847,Ganesha Sweets and Restaurant,4.3,10,50,350,New Delhi,Lodhi Colony,FALSE,7
5848,The Embassy,2,10,100,500,New Delhi,Civil Lines,FALSE,0
5849,Miya Biwi Ki Rasoi,2,10,50,200,New Delhi,Lodhi Road,FALSE,2
5850,Junaid Chicken Biryani Corner,2,10,50,250,New Delhi,Malka Gunj,FALSE,0
5851,Smile'O Bakers,3,5,30,300,New Delhi,Pandav Nagar,FALSE,0
5852,Kaka Ji Chaap Wale,2,10,50,500,New Delhi,Sarai Rohilla,FALSE,0
5853,Ambrosia Restaurant,2,10,100,500,New Delhi,Diplomatic Enclave,FALSE,0
5854,Embassy,3.9,10,200,1400,New Delhi,Civil Lines,FALSE,22
5855,Sucre By Sulakshana,3,5,30,500,New Delhi,Kamla Nagar,FALSE,0
5856,Khushbu Vaishno Dhaba,3,5,30,500,New Delhi,Malka Gunj,FALSE,0
5857,Romeo Lane,4,10,300,2000,New Delhi,Civil Lines,FALSE,52
5858,Singh vs Kaur Punjabi Rasoi,4.3,10,50,200,New Delhi,Kamla Nagar,FALSE,1
5859,Chinese Adda,3,5,30,200,New Delhi,Kamla Nagar,FALSE,0
5860,Cafe Udaan,2,10,50,350,New Delhi,Chanakyapuri,FALSE,3
5861,Binge On Bakes,4.3,10,50,400,New Delhi,Lodhi Colony,FALSE,5
5862,Amma Poha Centre,2,10,50,100,New Delhi,Kamla Nagar,FALSE,1
5863,Mr. Coco Cafe,3,5,30,500,New Delhi,Civil Lines,FALSE,4
5864,Mr.Coco Cafe,2,10,50,500,New Delhi,Civil Lines,FALSE,0
5865,Pritam Singh & Sons,4.5,10,75,650,New Delhi,Malka Gunj,FALSE,0
5866,Krishna Tikka Point,2,10,50,250,New Delhi,Malka Gunj,FALSE,0
5867,L'Opera,3.9,10,100,500,New Delhi,Civil Lines,FALSE,0
5868,Burger Meem,2,3,25,300,New Delhi,Kamla Nagar,FALSE,12
5869,BOA,4,10,200,2650,New Delhi,Civil Lines,FALSE,0
5870,Boss Burger,3,5,30,500,New Delhi,Civil Lines,FALSE,0
5871,Lucknowee,3,5,30,700,New Delhi,Civil Lines,FALSE,0
5872,Civil Lines Social,3,5,30,1900,New Delhi,Civil Lines,FALSE,0
5873,Smoke House Deli,3,5,30,500,New Delhi,Civil Lines,FALSE,0
5874,Pizza Hot Cafe,4.4,1,10,300,New Delhi,Sarai Rohilla,FALSE,4
5875,Best of Asia Village,4.2,10,200,2500,New Delhi,Civil Lines,FALSE,21
5876,Chhattisgarh Bhawan,2,10,50,350,New Delhi,Chanakyapuri,FALSE,0
5877,Raj Juice & Shakes,3,10,75,500,New Delhi,West Nizamuddin,FALSE,0
5878,Meem Burger,3,10,75,500,New Delhi,Malka Gunj,FALSE,11
5879,Social,4.3,10,300,2000,New Delhi,Civil Lines,FALSE,0
5880,Bhagwati Dhaba,2,10,100,500,New Delhi,West Patel Nagar,FALSE,0
5881,Bingeonbakes,2,10,50,299,New Delhi,Lodhi Colony,FALSE,0
5882,Chacha Chinese Hut,3,5,30,300,New Delhi,Inderlok,FALSE,0
5883,Vijay Omelette,2,10,50,100,New Delhi,Kamla Nagar,FALSE,0
5884,Sudh Vaishno Nirankari Dhaba,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
5885,Boa Village,4.2,10,300,3500,New Delhi,Civil Lines,FALSE,6
5886,Hungerfox Healthy,2,10,50,500,New Delhi,Laxmi Nagar,FALSE,0
5887,Chennai Xpress,3,10,75,300,New Delhi,East Patel Nagar,FALSE,0
5888,Dgn Chocolates,2,10,50,400,New Delhi,West Patel Nagar,FALSE,1
5889,Hot Shot! Mo:Mo,3.6,10,75,500,New Delhi,Malka Gunj,FALSE,0
5890,Jain Vyanjan,3.8,25,125,500,New Delhi,Kamla Nagar,TRUE,1
5891,Chai Chaska Bun Maska,2,25,100,400,New Delhi,Kamla Nagar,TRUE,2
5892,Sindhi Bhai Ke Dal Pakwan,3.9,25,100,400,New Delhi,Kamla Nagar,TRUE,1
5893,The Thali Raja,3.6,25,125,500,New Delhi,Kamla Nagar,TRUE,2
5894,Spice N Tasty,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
5895,Western Oven,2,10,50,500,New Delhi,Nizamuddin,FALSE,2
5896,Karim Hotel,4,10,100,900,New Delhi,West Nizamuddin,FALSE,17
5897,Gullu's,3.8,10,50,500,New Delhi,Kamla Nagar,FALSE,3
5898,Gullu's Restaurant,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5899,Mohit Punjabi Roti,2,10,50,500,New Delhi,East Patel Nagar,FALSE,0
5900,Chicken Point,3,5,30,500,New Delhi,Jor Bagh,FALSE,0
5901,Emmanuels Cafe Craze,2,10,50,200,New Delhi,Kamla Nagar,FALSE,0
5902,Prajapati Healthy Food Cafe,3,10,75,1400,New Delhi,Civil Lines,FALSE,0
5903,Sharma Ji Paratha,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
5904,Heera Catering Point,4.8,10,50,150,New Delhi,Kamla Nagar,FALSE,1
5905,Mr Foodiee,3,5,30,500,New Delhi,Inderlok,FALSE,0
5906,Cake N Company,4.1,10,75,500,New Delhi,West Patel Nagar,FALSE,2
5907,Cake & Pastry,3.6,25,125,400,New Delhi,West Patel Nagar,FALSE,2
5908,Hotel Nine To Eleven,2,10,50,500,New Delhi,Sarai Rohilla,FALSE,0
5909,Chef's Bite In Nite,2,10,50,350,New Delhi,Kamla Nagar,FALSE,0
5910,Pure Punjabi Veg Rasoi,3,5,30,500,New Delhi,West Patel Nagar,FALSE,0
5911,Cafe Late Night,2,10,50,100,New Delhi,Kamla Nagar,FALSE,1
5912,Patiala Shahi Meat Wale,2,10,50,200,New Delhi,Kamla Nagar,FALSE,0
5913,Al Haram Cooking Center,2,10,50,150,New Delhi,Nizamuddin,FALSE,0
5914,Kitcare The Hunger Solution,2,10,50,400,New Delhi,Nizamuddin,FALSE,1
5915,Sai Rasoi,3,5,30,500,New Delhi,Gulabi Bagh,FALSE,0
5916,Ram Shyam Dhaba,2,10,50,500,New Delhi,Lodhi Road,FALSE,0
5917,A One Chicken Corner Veg And Non Veg,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
5918,Day & Night Momos,2,10,50,250,New Delhi,Lodhi Colony,FALSE,0
5919,Verma's,2,10,100,500,New Delhi,Jor Bagh,FALSE,0
5920,Pyaaz Kachori With Khadi From Jaipur,3.8,25,100,400,New Delhi,"Spark Mall, Kamla Nagar",TRUE,3
5921,Raw Blessing,3.9,25,100,400,New Delhi,Kamla Nagar,TRUE,2
5922,The Paan Palace,3,5,30,200,New Delhi,Inderlok,FALSE,0
5923,Annu De Rasoi,4.5,10,50,500,New Delhi,Jor Bagh,FALSE,7
5924,Vani Enterprises,3,5,30,500,New Delhi,Shakti Nagar,FALSE,0
5925,Sri Ram Tiffin,2,10,50,500,New Delhi,Civil Lines,FALSE,0
5926,Aap Ki Khatir,3,10,75,350,New Delhi,Nizamuddin,FALSE,1
5927,Kerala Restaurant,2,10,50,100,New Delhi,Nizamuddin,FALSE,0
5928,A-One Chicken Corner,3,10,75,150,New Delhi,Kamla Nagar,FALSE,6
5929,Akshay Food Corner,3.9,10,50,100,New Delhi,Kamla Nagar,FALSE,1
5930,Nizami Hotel,3,5,30,400,New Delhi,Nizamuddin,FALSE,0
5931,Derawala Sweets,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
5932,Nasir Iqbal Restaurant,2,10,50,500,New Delhi,Nizamuddin,FALSE,0
5933,The Midnight Heroes,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
5934,Punjabi Khana,3,5,30,500,New Delhi,West Patel Nagar,FALSE,0
5935,The Food Factory,2,10,50,200,New Delhi,Karol Bagh,FALSE,1
5936,Kalra Mishthan Bhandar,2,10,50,500,New Delhi,Sarai Rohilla,FALSE,0
5937,CISF Canteen,4.3,10,75,700,New Delhi,Pragati Vihar,FALSE,0
5938,Rolls Nation,3,10,75,600,New Delhi,Kamla Nagar,FALSE,8
5939,Nizamuddin Auliya Chicken Gali,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5940,Shashi The China Wok,2,10,50,500,New Delhi,Pusa Institutional Area,FALSE,0
5941,Delhi Femas Fast Food,2,10,50,500,New Delhi,Sarai Rohilla,FALSE,0
5942,Al-Fateh Restaurant,3,20,125,450,New Delhi,Nizamuddin,FALSE,6
5943,Moti Dhaba,3,10,75,350,New Delhi,Kamla Nagar,FALSE,2
5944,Vishal Restaurant,3.8,10,75,300,New Delhi,Kamla Nagar,FALSE,6
5945,Body Cell,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
5946,Ladi Restro,2,10,50,100,New Delhi,Chandni Chowk,FALSE,0
5947,Jamun,4.3,10,150,1800,New Delhi,Lodhi Colony,FALSE,40
5948,N. Iqbal Restaurant,4.5,10,50,350,New Delhi,Nizamuddin,FALSE,1
5949,Sukh Chai,4.1,10,50,300,New Delhi,Kamla Nagar,FALSE,4
5950,Chinese Hub,3.8,10,75,500,New Delhi,Kamla Nagar,FALSE,5
5951,Shree Youth Dosha,3,5,30,500,New Delhi,Shakarpur,FALSE,0
5952,Aunty Home Made Paratha,3,5,30,200,New Delhi,Malka Gunj,FALSE,0
5953,The Cook's Room,3.9,5,30,300,New Delhi,Inderlok,FALSE,3
5954,Zaki Hotel,2,10,50,500,New Delhi,Nizamuddin,FALSE,1
5955,Purple Bone,5,10,50,500,New Delhi,Lodhi Estate,FALSE,4
5956,Alpha Q,2,10,50,500,New Delhi,Dasghara,FALSE,0
5957,Sweet Saga,2,10,50,250,New Delhi,West Patel Nagar,FALSE,1
5958,ThaiCrate,3.9,10,100,1000,New Delhi,INA Colony,FALSE,3
5959,Kennedy Fast Food,2,10,50,500,New Delhi,West Patel Nagar,FALSE,0
5960,Dawat,2,10,100,500,New Delhi,Gokalpuri,FALSE,0
5961,Remy's,3,5,30,1400,New Delhi,Lodhi Colony,FALSE,3
5962,Giftsbynaudy,2,10,50,500,New Delhi,Gokalpuri,FALSE,1
5963,M I Food Center,3.9,10,75,200,New Delhi,Lodhi Colony,FALSE,3
5964,Krishna Tikka Point,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
5965,Tiwari Paan Corner,4.1,5,100,500,New Delhi,Pragati Vihar,FALSE,0
5966,Bikaner House,3.9,10,50,300,New Delhi,Kamla Nagar,FALSE,0
5967,Voneesha's Bread Pies And More,2,10,50,500,New Delhi,Malka Gunj,FALSE,0
5968,M.I.Meat Shop,3.5,10,50,,New Delhi,Gokalpuri,FALSE,0
5969,The Dessert Studio,2,10,50,350,New Delhi,East Patel Nagar,FALSE,0
5970,The Bald Chef,4.2,10,50,500,New Delhi,Civil Lines,FALSE,10
5971,Manohar Bikkaneri,4,20,70,200,New Delhi,Kamla Nagar,FALSE,4
5972,Champ,2,10,100,400,New Delhi,Civil Lines,FALSE,2
5973,Dastarkhwan-E-Karim,3.9,10,175,1750,New Delhi,West Nizamuddin,FALSE,0
5974,Dastar Khwan E Karim,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5975,Food 24X7,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
5976,The Philosophy Cafeteria,3,5,30,250,New Delhi,Bhogal,FALSE,0
5977,Dietliciouz,4,10,125,600,New Delhi,Lodhi Colony,FALSE,29
5978,Multani Di Hatti,2,10,50,500,New Delhi,Kamla Nagar,FALSE,0
5979,In Love With Cocoa,2,10,50,450,New Delhi,Kamla Nagar,FALSE,2
5980,Khaati Bangaaliaana,2,10,50,400,New Delhi,Kamla Nagar,FALSE,0
5981,Champ,2,10,50,500,New Delhi,East Patel Nagar,FALSE,0
5982,Ankit Fast Food,2,10,50,500,New Delhi,Civil Lines,FALSE,0
5983,Poha Point,2.1,10,75,300,New Delhi,Kamla Nagar,FALSE,0
5984,Uttrakhand Dhaba,2,10,100,500,New Delhi,Civil Lines,FALSE,0
5985,Rathore Chole Kulche,2,10,50,150,New Delhi,Kamla Nagar,FALSE,1
5986,Irfan Chicken Corner,3,5,30,300,New Delhi,Nizamuddin,FALSE,0
5987,Mohan Dhaba,3,10,75,500,New Delhi,Malka Gunj,FALSE,0
5988,Dilsukh Villa,2,10,50,500,New Delhi,Civil Lines,FALSE,0
5989,The Kung-Fu Cuisine,2,10,50,500,New Delhi,Gokalpuri,FALSE,2
5990,Rahim Restaurant,2,10,50,500,New Delhi,West Nizamuddin,FALSE,0
5991,Local Bawarchi,3.8,10,50,400,New Delhi,Lodhi Colony,FALSE,1
5992,Chicken Desi Style,3,5,30,500,New Delhi,Anand Parbat,FALSE,0
5993,House Of Tikka,4.2,10,75,350,New Delhi,Lodhi Road,FALSE,2
5994,Owais,3,5,30,500,New Delhi,Civil Lines,FALSE,0
5995,Zaika-E-Nizamuddin,2,10,50,500,New Delhi,Nizamuddin,FALSE,2
5996,Parantha Da Adda,2,10,50,500,New Delhi,Kamla Nagar,FALSE,9
5997,Jitender Sweets Corner,3,5,30,250,New Delhi,Laxmi Nagar,FALSE,0
5998,St. Xavier School Ki Mashoor Kachoori,4.3,10,50,100,New Delhi,Kamla Nagar,FALSE,1
