Id,Name,Rating,Discount(%),CashBack,Cost_for_Two(₹),City,Locality,Home_Delivery,Manu_Count
2151,Cafe Dela Paix,3.7,10,50,400,Mumbai,Girgaum,FALSE,1
2152,Shetty Brothers,2,10,100,500,Mumbai,CP Tank,FALSE,0
2153,Snack Shack Fast Food,2,10,50,400,Mumbai,Mazgaon,FALSE,2
2154,Chef Minister,2,10,50,300,Mumbai,Byculla,FALSE,0
2155,Lowest Price Food,2,10,50,500,Mumbai,Mohammed Ali Road,FALSE,0
2156,Krishna Punjab Bar & Restaurant,4.5,10,50,500,Mumbai,Byculla,FALSE,0
2157,Emporio Patisserie (Baking Just The Very Best - Yumn Enterprises),5,10,75,500,Mumbai,Mohammed Ali Road,FALSE,0
2158,India Hotel,2,10,50,200,Mumbai,Mohammed Ali Road,FALSE,0
2159,Shree Krishna Hotel,3,10,75,300,Mumbai,Byculla,FALSE,0
2160,Panda Momos,2,10,50,200,Mumbai,Byculla East,FALSE,0
2161,Myfroyoland Premium Frozen Yoghurt,3,5,30,300,Mumbai,Kemps Corner,FALSE,0
2162,My froyoland,4.4,10,50,500,Mumbai,Kemps Corner,FALSE,0
2163,Myfroyoland,4,10,100,400,Mumbai,Kemps Corner,FALSE,1
2164,Albaik Albrost Fast Food,3,5,30,300,Mumbai,Mumbai Central,FALSE,0
2165,Vishal Jain Dhugdhalay,2,10,50,500,Mumbai,Byculla,FALSE,0
2166,Fro Gurt Parlour,2,10,50,500,Mumbai,Kemps Corner,FALSE,0
2167,Allarakha Caterers,2,10,50,300,Mumbai,CP Tank,FALSE,0
2168,Babji Caterers,2,10,50,500,Mumbai,Mohammed Ali Road,FALSE,0
2169,Albaik Albrost Fast Food,4,25,125,500,Mumbai,Bhendi Bazar,FALSE,5
2170,Essence Restaurant,2,10,50,500,Mumbai,Byculla,FALSE,0
2171,SR Meethas,4.6,20,150,600,Mumbai,Gamdevi,FALSE,0
2172,70s Frogurt Hood,4.8,10,50,600,Mumbai,Kemps Corner,FALSE,5
2173,Raju's Kitchen,3,10,75,500,Mumbai,Jacob Circle,FALSE,0
2174,Shiv Punjab Hotel,2.3,10,50,450,Mumbai,CP Tank,FALSE,3
2175,Aja Kulcha,3.9,5,30,600,Mumbai,Opera House,FALSE,0
2176,AJA Authentic Indian Food,2,10,50,500,Mumbai,Khetwadi,FALSE,0
2177,Jai Mataji Dabeli,4.3,5,30,100,Mumbai,Girgaum,FALSE,3
2178,6th Street Yogurt,3.9,3,25,300,Mumbai,Kemps Corner,FALSE,3
2179,New Rehmani Restaurant,2,10,50,500,Mumbai,Nagpada,FALSE,0
2180,Lazzat E Delhi,2,10,50,500,Mumbai,CP Tank,FALSE,0
2181,Brownie G,4.1,10,50,200,Mumbai,Gamdevi,FALSE,0
2182,Freak It,4,10,50,200,Mumbai,Mazgaon,FALSE,2
2183,Delifresh Bakery & Cafe,3,10,75,650,Mumbai,Kemps Corner,FALSE,8
2184,Tantra Restaurant,2,10,50,500,Mumbai,Gamdevi,FALSE,0
2185,Tipsy Topsy Corner,2,10,50,500,Mumbai,CP Tank,FALSE,0
2186,Grills & Spice Desi Fusion,2,10,50,500,Mumbai,Nagpada,FALSE,0
2187,Idris Cold Drinks,2,10,50,500,Mumbai,Mohammed Ali Road,FALSE,0
2188,Icecreamwala Hand Made,2,10,100,500,Mumbai,Byculla,FALSE,5
2189,Online Kitchen,3,10,75,350,Mumbai,Byculla,FALSE,4
2190,Cafe Almas,3.9,10,50,1000,Mumbai,Nagpada,FALSE,20
2191,Gandhi's Oms Corner,2.6,10,50,500,Mumbai,CP Tank,FALSE,0
2192,Sandwich Corner,3,10,75,300,Mumbai,Girgaum,FALSE,4
2193,Amar Fast Food & Juice Center,4,10,100,1000,Mumbai,Khetwadi,FALSE,0
2194,Pappa's Kitchen Fast Food,3.9,10,50,400,Mumbai,Mahalaxmi,FALSE,3
2195,Hotel Sadanand,4.2,10,75,300,Mumbai,Jacob Circle,FALSE,1
2196,Cake-N-Walkerss,3.3,30,150,400,Mumbai,Byculla,FALSE,6
2197,Jugaad - The Taste,3.8,10,50,100,Mumbai,Girgaum,FALSE,2
2198,Grub Point,2,10,50,150,Mumbai,Byculla,FALSE,5
2199,Grills & Spice,2,10,50,500,Mumbai,Nagpada,FALSE,0
2200,Waffle Up,3,5,30,200,Mumbai,Kemps Corner,FALSE,0
2201,Waffle Up,3,5,30,200,Mumbai,Kemps Corner,FALSE,0
2202,JB's Kitchen,3,5,30,450,Mumbai,Bhendi Bazar,FALSE,0
2203,babu sandwich,2,10,50,500,Mumbai,Mazgaon,FALSE,0
2204,Prakash Dugdha Mandir,4,10,50,300,Mumbai,Girgaum,FALSE,3
2205,Prakash Premium Snacks,3.8,10,50,250,Mumbai,Ambewadi,FALSE,1
2206,The House Of Tea By Foodhall,2,10,100,800,Mumbai,Peddar Road,FALSE,0
2207,Essence - Comfort Inn Heritage,3.4,10,150,1800,Mumbai,Byculla,FALSE,7
2208,Udipi Veg Restaurant,2,10,50,500,Mumbai,Byculla,FALSE,0
2209,Faiz Tikka,4.3,10,50,250,Mumbai,Byculla,FALSE,3
2210,Merwans,3.9,10,50,250,Mumbai,Girgaum,FALSE,0
2211,Dosa Corner,3.2,10,50,150,Mumbai,Byculla,TRUE,1
2212,New Shanti Bhuvan Hotel Since 1944,4.2,10,50,250,Mumbai,CP Tank,FALSE,0
2213,Govinda's Shree Durga Bhuvan,3.8,10,50,200,Mumbai,Mumbai Central,FALSE,2
2214,Myfroyoland - Kemp Corner,4.4,10,50,400,Mumbai,Kemps Corner,FALSE,0
2215,New York Street,2,10,50,400,Mumbai,Kemps Corner,FALSE,0
2216,Chilli Flakes,4.3,10,100,500,Mumbai,Ambewadi,FALSE,0
2217,Bapu Sandwich,2,10,50,200,Mumbai,Byculla,FALSE,1
2218,Idris Cold Drink,2,10,50,100,Mumbai,Mohammed Ali Road,FALSE,2
2219,New Shanti Bhuvan Restaurant,4.1,10,50,500,Mumbai,CP Tank,FALSE,0
2220,Hari Om,4.2,10,75,300,Mumbai,Ambewadi,FALSE,3
2221,Bombay Kitchen,4.1,10,75,400,Mumbai,Mohammed Ali Road,FALSE,7
2222,Zeenat Seekh Kabab Corner,3.9,10,50,200,Mumbai,Bhendi Bazar,FALSE,1
2223,Macho Momo,3,5,30,700,Mumbai,Kemps Corner,FALSE,1
2224,Deccan Bar,2,10,50,500,Mumbai,VJB Udyan,FALSE,0
2225,Jugaadi Adda,4.6,3,25,100,Mumbai,Girgaum,FALSE,15
2226,Juice Time,3.8,10,125,600,Mumbai,Girgaum,FALSE,10
2227,Bhatti Chicken Wings,4,5,30,500,Mumbai,Mazgaon,FALSE,1
2228,BOOM Sandwich - Explosion Of Flavours,4.2,5,30,400,Mumbai,VJB Udyan,FALSE,2
2229,Nawabi Biryani & Kebabs,2,10,50,500,Mumbai,Nagpada,FALSE,0
2230,Delhi Darbar Caterers,2,10,50,500,Mumbai,Bhuleshwar,FALSE,0
2231,Pappasta Cafe,4.3,20,125,300,Mumbai,Girgaum,FALSE,6
2232,Paratha Pandit,2,10,50,200,Mumbai,Opera House,FALSE,1
2233,Hot Wings,4,5,30,300,Mumbai,Kemps Corner,FALSE,2
2234,Aliyaans,2,10,50,100,Mumbai,Byculla,FALSE,0
2235,The Royal Spoon,4.3,10,100,800,Mumbai,Chowpatty,FALSE,4
2236,The Urban Kitchen,3,10,75,700,Mumbai,Girgaum,FALSE,3
2237,Ganesh Syaji Shinde,3,5,30,500,Mumbai,Ambewadi,FALSE,0
2238,NY's Bar & Grill,3.6,10,175,1650,Mumbai,Gamdevi,FALSE,28
2239,Al Baik - Al Brost,4.1,10,75,500,Mumbai,Nagpada,FALSE,22
2240,Cafe Almas,3.3,10,50,500,Mumbai,Nagpada,FALSE,0
2241,Sizzle N Wok,4.2,10,75,350,Mumbai,Chinchbunder,FALSE,2
2242,Cut Fruit Express,3,5,30,500,Mumbai,Ambewadi,FALSE,0
2243,Sapna Cold Drink House,2,10,50,500,Mumbai,Nagpada,FALSE,0
2244,Ideal Wafers Company,2,10,50,500,Mumbai,Ambewadi,FALSE,0
2245,Zeny's,4,5,30,400,Mumbai,Girgaum,FALSE,3
2246,Punjab Sind,3.8,10,50,250,Mumbai,Cumbala Hill,FALSE,7
2247,Delicious Cakes,2,10,100,500,Mumbai,Mohammed Ali Road,FALSE,0
2248,Shree Durga Bhuvan Restaurant,2,10,50,500,Mumbai,Nagpada,FALSE,0
2249,Candy Pop,2,10,50,400,Mumbai,Breach Candy,FALSE,1
2250,Charcoal Eats,2,10,100,500,Mumbai,Kemps Corner,FALSE,3
2251,Flash Pizza,3,10,75,500,Mumbai,Kemps Corner,FALSE,0
2252,Muchielal By Mojorojo,3,10,75,500,Mumbai,Kemps Corner,FALSE,0
2253,Nino Burgers,3,10,75,500,Mumbai,Kemps Corner,FALSE,0
2254,Sameer Gazdar,2,10,50,500,Mumbai,Kemps Corner,FALSE,0
2255,Merwans Cake Stop,4.1,5,30,500,Mumbai,Girgaum,FALSE,1
2256,Munchielal By Mojorojo,3,5,30,600,Mumbai,Kemps Corner,FALSE,0
2257,Francesco's Pizzeria,4.3,10,100,1100,Mumbai,Kemps Corner,FALSE,8
2258,Jay Santoshi Maa Sandwich,2,10,50,500,Mumbai,Ambewadi,FALSE,0
2259,Cake N Walkerss,2,10,50,500,Mumbai,Ambewadi,FALSE,0
2260,POSTIK LADOO,3.9,10,50,500,Mumbai,CP Tank,FALSE,0
2261,Taj Chill & Thrill,2,10,50,150,Mumbai,Mohammed Ali Road,FALSE,0
2262,Saravana,4.1,10,100,500,Mumbai,Girgaum,FALSE,0
2263,Friend's Katta,2,10,50,200,Mumbai,Byculla,FALSE,3
2264,"Francescos Pizzeria	",3,10,75,500,Mumbai,Kemps Corner,FALSE,0
2265,Nino Burgers,4.6,10,50,300,Mumbai,Kemps Corner,FALSE,4
2266,Kudo,4.1,10,125,800,Mumbai,Kemps Corner,FALSE,1
2267,Bombay Broast Burgers & Fries,2,10,50,300,Mumbai,VJB Udyan,FALSE,0
2268,Ganga Sagar Juice Centre,3,10,50,200,Mumbai,Girgaum,FALSE,4
2269,Haji Tikka Corner,4.1,10,50,300,Mumbai,Mohammed Ali Road,FALSE,3
2270,Wicked Wrap & Rolls,4,5,30,500,Mumbai,Byculla,FALSE,3
2271,Ulta Pizza,3,5,30,300,Mumbai,Breach Candy,FALSE,2
2272,Taj Icecream,4.6,3,25,150,Mumbai,Bhendi Bazar,FALSE,5
2273,Canto,4.5,10,50,500,Mumbai,Opera House,FALSE,0
2274,Sip N Snack,2,10,100,500,Mumbai,CP Tank,FALSE,0
2275,Celine Cold Storage,2,10,50,500,Mumbai,VJB Udyan,FALSE,0
2276,NY Bar N Grill @ Cafe New York,4.6,10,200,2500,Mumbai,Chowpatty,FALSE,9
2277,Jai Malhar,4.1,10,100,400,Mumbai,Girgaum,FALSE,2
2278,Jai Mataji Dabeli New Om Roll & Frankie,3.2,10,50,200,Mumbai,Girgaum,FALSE,6
2279,"The	Chinese	Delight",2,10,50,350,Mumbai,Nagpada,FALSE,0
2280,Super Ice Cream & Falooda,4,10,50,100,Mumbai,Mumbai Central,FALSE,1
2281,Foodezire,3,10,75,400,Mumbai,Breach Candy,FALSE,8
2282,Food Station,3,10,75,350,Mumbai,Nagpada,FALSE,0
2283,Fried N Crunchy,2,10,50,400,Mumbai,Mohammed Ali Road,FALSE,3
2284,Tantra,3.8,10,200,1800,Mumbai,Chowpatty,FALSE,27
2285,Jayhind Hotel,2,10,50,200,Mumbai,Girgaum,FALSE,3
2286,Cafe New York,4,10,100,950,Mumbai,Chowpatty,FALSE,21
2287,Food Shop,2,10,100,500,Mumbai,Breach Candy,FALSE,0
2288,Flash Pizza,4.2,10,50,300,Mumbai,Kemps Corner,FALSE,3
2289,Sizzling Wok,3,5,30,300,Mumbai,Jacob Circle,FALSE,0
2290,Chinese Chopsticks,3,5,30,300,Mumbai,Jacob Circle,FALSE,0
2291,Begam's Biryani & Beyond,3,5,30,300,Mumbai,Jacob Circle,FALSE,0
2292,Khichdi Darbar,3,5,30,400,Mumbai,Jacob Circle,FALSE,0
2293,Wok N Roll Dinner,3,5,30,300,Mumbai,Jacob Circle,FALSE,0
2294,Hotel R.K. Premier,2,10,50,500,Mumbai,Girgaon Chowpatty,FALSE,0
2295,Hari Om Bhelpuri & Sandwitch Centre,4.2,10,50,100,Mumbai,Girgaum,FALSE,11
2296,Dawat-E-Biryani,5,10,150,650,Mumbai,Mazgaon,FALSE,0
2297,Queen Mary Hotel,4.2,10,50,500,Mumbai,Mazgaon,FALSE,11
2298,Pure Bikaneri,2,5,100,500,Mumbai,Gamdevi,FALSE,6
2299,Free India Restaurant Stores & Bakery,2,10,50,500,Mumbai,Girgaum,FALSE,0
2300,Arbeek Shawarma's And More,3,5,30,300,Mumbai,Bhendi Bazar,FALSE,0
2301,Bhaai'z,2,10,50,500,Mumbai,Mazgaon,FALSE,0
2302,Pingara Family Restaurant - Pingara Bar & Restaurant,4.3,10,175,1700,Mumbai,VJB Udyan,FALSE,0
2303,Aboobaker Haji Mohamed,2,10,100,300,Mumbai,Mohammed Ali Road,FALSE,0
2304,Bharat Restaurant & Bar,4.5,10,100,500,Mumbai,Nagpada,FALSE,0
2305,Canto Cafe & Bar,4.1,10,200,1800,Mumbai,Opera House,FALSE,19
2306,Mukadam Caterers,2,10,50,300,Mumbai,Byculla,FALSE,0
2307,Vegans Delight,2,10,50,300,Mumbai,Girgaum,FALSE,1
2308,Ice Cream Works,2,10,100,500,Mumbai,Kemps Corner,FALSE,0
2309,Jamnagari Farsan Mart,3.9,10,50,100,Mumbai,Girgaum,FALSE,3
2310,Nidhi Ice Cream,3.5,10,50,250,Mumbai,Girgaum,FALSE,7
2311,Noor Sweets,2,10,50,500,Mumbai,Mohammed Ali Road,FALSE,0
2312,Nice Kream,3.6,10,75,350,Mumbai,Kemps Corner,FALSE,3
2313,The Fresh Juice,3,5,30,200,Mumbai,Kemps Corner,FALSE,0
2314,Delhi Pulao Corner,4,10,50,200,Mumbai,Byculla,FALSE,2
2315,Cutfruit Express,2,10,50,100,Mumbai,Ambewadi,FALSE,0
2316,Sonalis Bakery,2,10,50,500,Mumbai,CP Tank,FALSE,0
2317,Queen Mary,4,10,50,500,Mumbai,Mazgaon,FALSE,6
2318,Pant Sagar Zunka Bhakar Kendra,2,10,50,500,Mumbai,Breach Candy,FALSE,0
2319,Yummy In The Tummy,3,5,30,300,Mumbai,Girgaum,FALSE,4
2320,Avenue 27 Kitchen And Bar,3,5,30,500,Mumbai,Byculla,FALSE,10
2321,Al Kabeer Lounge,3,10,75,750,Mumbai,Byculla,FALSE,4
2322,J. J. Juice Centre,2,10,50,500,Mumbai,Nagpada,FALSE,0
2323,Chaai Seth,3,5,30,400,Mumbai,Bhendi Bazar,FALSE,0
2324,Nidhi Ice Cream & Juice Centre,2,10,50,500,Mumbai,Ambewadi,FALSE,0
2325,Olena Health,2,10,50,500,Mumbai,Girgaon Chowpatty,FALSE,0
2326,A-1 Choice Biryani Corner,3,5,30,500,Mumbai,Nagpada,FALSE,0
2327,Fresh Baked-Homemade Cakes,2,10,50,500,Mumbai,Ambewadi,FALSE,0
2328,Tanaz Take Away & Fast Food Centre,2,10,50,500,Mumbai,Chinchpokli,FALSE,0
2329,Good Fettle - Healthy Ice Cream,2,10,50,250,Mumbai,Mohammed Ali Road,FALSE,1
2330,Fountain Juice Center,4.2,10,50,200,Mumbai,Mumbai Central,FALSE,2
2331,Pant Sagar,2,10,50,300,Mumbai,Breach Candy,FALSE,5
2332,Free India Bakery,3.4,10,50,350,Mumbai,Girgaum,FALSE,2
2333,Taste Of 5 Spice,3,5,30,400,Mumbai,Jacob Circle,FALSE,0
2334,"Jamnagri Farsan Mart, Opera House",2,10,50,100,Mumbai,Opera House,FALSE,2
2335,Flavor Cottage,3.9,10,50,500,Mumbai,Bhendi Bazar,FALSE,8
2336,Juicity,2,10,50,500,Mumbai,Girgaum,FALSE,4
2337,Swiss Shakes Studio,3.7,10,50,400,Mumbai,Chowpatty,FALSE,2
2338,Zoetho,2,10,50,500,Mumbai,Girgaon Chowpatty,FALSE,0
2339,Niki's Desserts,2,10,100,900,Mumbai,Breach Candy,FALSE,0
2340,S Tawakkal Sweets,4.5,10,50,200,Mumbai,Mohammed Ali Road,FALSE,2
2341,Queens Mary Restaurant,2,10,50,500,Mumbai,Mazgaon,FALSE,0
2342,Cake Centre-The Dessert Maker,4.4,10,50,300,Mumbai,Byculla,FALSE,4
2343,Kobe Sizzlers,3.8,10,200,1600,Mumbai,Chowpatty,FALSE,6
2344,Shree Mathura Hotel,2,10,50,500,Mumbai,CP Tank,FALSE,0
2345,Bina's Home-made Ice Cream,2,10,100,500,Mumbai,Girgaon Chowpatty,FALSE,0
2346,Fakhri Sweets Farsan Bakery,4.8,10,50,400,Mumbai,Byculla,FALSE,7
2347,Bhai Sahab Restaurant,2,10,50,500,Mumbai,VJB Udyan,FALSE,0
2348,Shree Sai Snacks,2,10,100,500,Mumbai,Ambewadi,FALSE,0
2349,Zoetto,4.9,10,50,400,Mumbai,Chowpatty,FALSE,3
2350,Aarti Dhaba And Tea Shop,3,5,30,500,Mumbai,Opera House,FALSE,0
2351,Shabbir's Tawakkal Sweets & Eats,2,10,50,300,Mumbai,Mohammed Ali Road,FALSE,4
2352,New Santosh Sagar Fast Food,4.1,10,50,300,Mumbai,Breach Candy,FALSE,2
2353,Shri Kambeshwar Bhojanalay,2,10,50,500,Mumbai,Ambewadi,FALSE,0
2354,Shree Ram Boarding House,3,5,30,1000,Mumbai,Byculla,FALSE,13
2355,Bait-Us-Zaika,2,10,50,500,Mumbai,Mohammed Ali Road,FALSE,0
2356,Shri Jain Udyog Gruha,3.6,10,50,250,Mumbai,CP Tank,FALSE,0
2357,Welcome Coconut Shop,2,10,50,500,Mumbai,Kemps Corner,FALSE,0
2358,"Panshikar, Gordhandas Building",4.1,1,10,400,Mumbai,Opera House,FALSE,6
2359,Eat Treat,3,5,30,200,Mumbai,Ambewadi,FALSE,0
2360,Kinjal Food,2,10,50,500,Mumbai,Opera House,FALSE,0
2361,Mumbai Bites,4.8,10,75,350,Mumbai,Kalbadevi,FALSE,3
2362,The Budapest Bakehouse,4,5,100,400,Mumbai,Kemps Corner,FALSE,0
2363,Mohan Sandwich Center,4.4,10,50,200,Mumbai,Chowpatty,FALSE,1
2364,Mumbai Bites,4.2,25,100,350,Mumbai,Girgaum,FALSE,9
2365,Mumbai Bites,3.6,10,75,500,Mumbai,Kalbadevi,FALSE,3
2366,Tajmahal Falooda & Icecream,3,5,30,200,Mumbai,Mohammed Ali Road,FALSE,0
2367,Buffet Frozen Store,2,10,50,500,Mumbai,Kemps Corner,FALSE,0
2368,72 Foods,2,10,50,500,Mumbai,Mohammed Ali Road,FALSE,0
2369,Femistic Fast Food,3,10,75,600,Mumbai,Byculla,FALSE,16
2370,Hookah Chinese Fastfood,4.5,10,50,350,Mumbai,Byculla West,FALSE,9
2371,Seoulmate,2,10,50,500,Mumbai,Mohammed Ali Road,FALSE,0
2372,K3 Snacks Corner,2,10,50,500,Mumbai,CP Tank,FALSE,0
2373,Badshah Sweets Mart,4,10,50,500,Mumbai,Mohammed Ali Road,FALSE,2
2374,Manohar Pav Bhaji,4,10,50,300,Mumbai,Girgaum,FALSE,4
2375,Jalsa Hotel,3.9,10,50,400,Mumbai,Opera House,FALSE,2
2376,Binge,2,10,50,250,Mumbai,Kemps Corner,FALSE,9
2377,Theeat2Fitkitchen,2,10,50,500,Mumbai,Nagpada,FALSE,0
2378,Pizza Caprina,3.8,10,125,700,Mumbai,Peddar Road,FALSE,3
2379,Aarti Ice Cream Parlour,3.4,10,50,250,Mumbai,Girgaum,FALSE,6
2380,Tawakkal Sweets,4.6,10,75,300,Mumbai,Byculla,FALSE,6
2381,Cafe Htjy,2,10,50,500,Mumbai,Girgaon Chowpatty,FALSE,0
2382,The Sun,3.8,10,200,1200,Mumbai,Kemps Corner,FALSE,4
2383,Sun Restaurant,4,10,200,2200,Mumbai,Kemps Corner,FALSE,0
2384,The Kebab Connection,2,10,50,500,Mumbai,Kemps Corner,FALSE,1
2385,The Sobo Kitchen,4.1,10,100,600,Mumbai,Kemps Corner,FALSE,2
2386,Fakhri Farsan Mart,2,10,50,500,Mumbai,Mumbai Central,FALSE,2
2387,Foodspot,2,10,100,500,Mumbai,Kemps Corner,FALSE,0
2388,Sweetish House Mafia,4.2,10,75,300,Mumbai,Kemps Corner,FALSE,0
2389,Shree Sai Snacks Fast Food And Cold Drink Centre,2,10,50,200,Mumbai,Girgaum,FALSE,3
2390,Ultimate Ice Cream Cakes By TIB,3,5,30,500,Mumbai,Girgaum,FALSE,1
2391,Waffle On Wheels,2,10,50,500,Mumbai,Breach Candy,FALSE,0
2392,Famous Grill,2,10,50,250,Mumbai,Breach Candy,FALSE,3
2393,New York Burrito Company,4.5,10,100,600,Mumbai,Chowpatty,TRUE,5
2394,Waffle On Wheels,2,10,50,500,Mumbai,Breach Candy,FALSE,0
2395,Panshikar,3.8,10,75,300,Mumbai,Girgaum,FALSE,3
2396,Panshikar Aahar,4,10,50,150,Mumbai,Opera House,FALSE,3
2397,Think Juice,3,5,30,250,Mumbai,Opera House,FALSE,0
2398,Al-Baik Fast Food,2,10,100,500,Mumbai,Opera House,FALSE,0
2399,The Tuck Box,3.9,10,100,400,Mumbai,Girgaum,FALSE,9
2400,Sufi's Corner,2,10,50,500,Mumbai,Mazgaon,FALSE,1
2401,Cliff Hotels,2,10,50,500,Mumbai,Mahalaxmi,FALSE,0
2402,Freaky Bites,3,10,75,500,Mumbai,Jacob Circle,FALSE,0
2403,Vegans Delight,2,10,50,300,Mumbai,Opera House,FALSE,2
2404,Brijwasi Sweet And Snacks,2,10,50,200,Mumbai,Kemps Corner,FALSE,0
2405,"Sukh Sagar, Chowpatty",3.8,20,125,400,Mumbai,Chowpatty,FALSE,1
2406,Masala Club,3.9,10,100,500,Mumbai,Girgaum,FALSE,1
2407,Lokoman Cafe,3.7,25,150,500,Mumbai,Girgaum,FALSE,8
2408,TIB - The Icecream Bakery,4.3,10,50,300,Mumbai,Girgaum,FALSE,0
2409,Modern Lunch Home,4.5,10,125,600,Mumbai,Girgaum,FALSE,13
2410,Food For Mood,3,5,30,500,Mumbai,VJB Udyan,FALSE,0
2411,Chai Estate South Indian Tiffin's,2,10,50,200,Mumbai,Girgaum,FALSE,0
2412,Sudhir Milk Suppliers,4.4,10,50,50,Mumbai,Girgaum,FALSE,2
2413,Sudhir Milk Suppliers,5,10,50,200,Mumbai,Mazgaon,FALSE,1
2414,Anna's Red Chilly,2,10,50,350,Mumbai,Girgaum,FALSE,9
2415,SiddhiVinayak Hotel,2,10,100,500,Mumbai,Chinchpokli,FALSE,0
2416,Shiva Paan Plaza,2.5,10,50,100,Mumbai,Girgaum,FALSE,2
2417,Freaky Bites,3.8,10,50,600,Mumbai,Mahalaxmi,FALSE,6
2418,Yay! Shanghai,2,10,50,400,Mumbai,Mahalaxmi,FALSE,3
2419,Shri Annapurna Punjabi Dine,3.8,10,50,650,Mumbai,Girgaum,FALSE,9
2420,Lance Naik Sivanandh,3.8,5,30,500,Mumbai,Opera House,FALSE,7
2421,Janta Bhojnalaya,2.7,10,100,500,Mumbai,CP Tank,FALSE,0
2422,Saiko Sushi House,4.2,10,50,500,Mumbai,Girgaum,FALSE,1
2423,Content Bakers,2,10,50,500,Mumbai,Chowpatty,FALSE,3
2424,Tiwari Panwala,2,10,50,100,Mumbai,Kemps Corner,FALSE,2
2425,Tiwari Pan Wala,4.3,10,50,200,Mumbai,Breach Candy,FALSE,2
2426,New Panshikar Mithai Kendra,2,10,50,500,Mumbai,Opera House,FALSE,0
2427,La Veggie Express,4.4,10,50,300,Mumbai,Chowpatty,FALSE,2
2428,Trupti,4,10,100,500,Mumbai,Khetwadi,FALSE,1
2429,Halkujabra,3,5,30,100,Mumbai,Girgaum,FALSE,0
2430,Crepe Nation,3,5,30,400,Mumbai,Chowpatty,FALSE,0
2431,Sudhir,4.2,10,50,50,Mumbai,Opera House,FALSE,0
2432,Jainsons Sweets,3.4,10,50,250,Mumbai,Khetwadi,FALSE,0
2433,Shri Sai Snacks & Cold Drink Centre,2,10,50,100,Mumbai,Girgaum,FALSE,0
2434,Jainsons Sweets,4.8,10,75,500,Mumbai,Byculla,FALSE,0
2435,Galaxy Snacks Corner,3,10,75,300,Mumbai,Kemps Corner,FALSE,4
2436,Chitale Xpress,4.4,10,50,200,Mumbai,Girgaum,FALSE,9
2437,Trupti - Since 1964,2,10,50,150,Mumbai,Girgaum,FALSE,0
2438,Trupti Sweets,3.7,10,100,450,Mumbai,Ambewadi,FALSE,11
2439,Panshikar Aahaar,4.4,10,50,500,Mumbai,Opera House,FALSE,0
2440,Maharashtra Snacks By Aarey,2,10,50,150,Mumbai,Mohammed Ali Road,FALSE,0
2441,"Panshikar, Mohan building",4.3,10,50,200,Mumbai,Thakurdwar,FALSE,3
2442,Muchhaad Panwala & Restaurant,4.1,10,50,250,Mumbai,Malabar Hill,FALSE,1
2443,Abdullah Restaurant,2,10,50,500,Mumbai,Bhuleshwar,FALSE,0
2444,Trupti,5,10,50,100,Mumbai,Girgaum,FALSE,0
2445,Raja Refreshments,4,10,30,600,Mumbai,Girgaum,FALSE,7
2446,NARAYAN DOSA,3.5,10,50,500,Mumbai,Breach Candy,FALSE,1
2447,Jeetu Sandwich Corner,2,10,50,400,Mumbai,Girgaum,FALSE,4
2448,Ribbons and Balloons,4,10,75,300,Mumbai,Opera House,FALSE,0
2449,New Canara Bhojanalay,2,10,50,500,Mumbai,Jacob Circle,FALSE,0
2450,La Veggie,3.8,10,150,1700,Mumbai,Opera House,FALSE,55
2451,Sainath Roxy Snacks,2,10,50,200,Mumbai,Girgaum,FALSE,0
2452,Cold Box,2,10,50,200,Mumbai,Chowpatty,FALSE,1
2453,Raja Hotel,3.7,10,100,450,Mumbai,Opera House,FALSE,0
2454,Haagen Dazs Shops,3,5,30,400,Mumbai,Kemps Corner,FALSE,0
2455,Bait Us Zaika,2,10,50,500,Mumbai,Bhendi Bazar,FALSE,1
2456,B House,3,5,30,500,Mumbai,Opera House,FALSE,0
2457,Aryshnikov,2,10,50,500,Mumbai,Opera House,FALSE,0
2458,B R B Lunch Home,3,10,75,600,Mumbai,Opera House,FALSE,4
2459,Hunger Games,2,10,100,500,Mumbai,Mohammed Ali Road,FALSE,1
2460,Go Gluten Free,2,10,50,300,Mumbai,Gamdevi,FALSE,10
2461,Cravings,2,10,50,200,Mumbai,Mahalaxmi,FALSE,3
2462,Cube's Falooda,2,10,50,300,Mumbai,Mohammed Ali Road,FALSE,0
2463,99 Cakes,3,5,30,450,Mumbai,Chowpatty,FALSE,0
2464,Love 99,3,5,30,150,Mumbai,Chowpatty,FALSE,0
2465,Gokuldham Pure Veg,3.6,10,50,400,Mumbai,Khetwadi,FALSE,9
2466,Gokulram Food,2,10,50,300,Mumbai,Girgaon Chowpatty,FALSE,0
2467,Mafia The Street Food,4,10,50,200,Mumbai,Chowpatty,FALSE,3
2468,Hotel Jantha,2,10,50,500,Mumbai,VJB Udyan,FALSE,0
2469,Choco Dolce,3.5,10,50,300,Mumbai,Girgaon Chowpatty,FALSE,2
2470,Whey To Go - Healthy Ice Creams,3.9,5,30,200,Mumbai,Girgaum,FALSE,6
2471,Chai Pe Charcha,3,5,30,300,Mumbai,CP Tank,FALSE,0
2472,Gharcha Swad,3.9,10,50,100,Mumbai,Girgaum,FALSE,1
2473,Bakes & Rolls,2,10,50,450,Mumbai,Opera House,FALSE,0
2474,Shakes And Sundaes,2,10,50,500,Mumbai,Chowpatty,FALSE,1
